"RC_ID","ROUTE SIGNING","ROUTE","ROAD NUMBER","ROAD NAME","END MILEPOINT","BEGIN DESCRIPTION","END DESCRIPTION","COUNTY","MUNICIPALITY NAME","MUNICIPALITY TYPE","SEASONAL FACTOR GROUP","FUNCTIONAL CLASS"
"530144","NY","  5",,,"64.81","ACC OHIO ST","ACC FUHRMANN BLVD","ERIE","BUFFALO","CITY","30","12"
"530032","NY","  5",,,"66.12","ACC FUHRMANN BLVD","ACC RT 190I NIAG. EXPY","ERIE","BUFFALO","CITY","30","12"
"530022","NY","  5",,,"66.50","ACC RT 190I NIAG. EXPY","START RT 950E OLAP CHURCH ST","ERIE","BUFFALO","CITY","30","14"
"530917","NY","  5",,,"66.68","START RT 950E OLAP CHURCH ST","MAIN ST","ERIE","BUFFALO","CITY","30","14"
"530023","NY","  5",,,"66.80","MAIN ST","END RT 950E OLAP JCT RT 16 N","ERIE","BUFFALO","CITY","30","14"
"530138","NY","  5",,"ELLICOTT ST","67.55","END RT 950E OLAP JCT RT 16 N","RT 33 E.B. TUPPER ST","ERIE","BUFFALO","CITY","30","14"
"530139","NY","  5",,"ELLICOTT ST","67.79","RT 33 E.B. TUPPER ST","MAIN ST","ERIE","BUFFALO","CITY","30","14"
"530477","NY","  5",,"MAIN ST","68.32","MAIN ST","NORTH ST","ERIE","BUFFALO","CITY","30","14"
"530478","NY","  5",,"MAIN ST","69.83","NORTH ST","DELEVAN AVE","ERIE","BUFFALO","CITY","30","14"
"530335","NY","  5",,"MAIN ST","70.33","DELEVAN AVE","RT 198 CONN SCAJ. EXPY","ERIE","BUFFALO","CITY","30","14"
"530119","NY","  5",,"MAIN ST","70.98","RT 198 CONN SCAJ. EXPY","JEWITT AVE","ERIE","BUFFALO","CITY","30","14"
"530134","NY","  5",,"MAIN ST","71.34","JEWITT AVE","FILLMORE AVE","ERIE","BUFFALO","CITY","30","14"
"530123","NY","  5",,"MAIN ST","71.94","FILLMORE AVE","HERTEL AVE","ERIE","BUFFALO","CITY","30","14"
"530241","NY","  5",,"MAIN ST","72.66","HERTEL AVE","NIAGARA FALLS BLVD","ERIE","BUFFALO","CITY","30","14"
"530337","NY","  5",,"MAIN ST","73.01","NIAGARA FALLS BLVD","KENMORE AVE","ERIE","BUFFALO","CITY","30","14"
"530025","NY","  5",,"MAIN ST","73.23","KENMORE AVE","ROUTE 62 N. BAILEY AVE","ERIE","BUFFALO","CITY","30","14"
"530332","NY","  5",,"MAIN ST","73.27","ROUTE 62 N. BAILEY AVE","E CITY LINE OF BUFFALO","ERIE","BUFFALO","CITY","30","14"
"530489","NY","  5",,,"73.81","E CITY LINE OF BUFFALO","CR 130 EGGERT RD","ERIE","AMHERST","TOWN","30","14"
"530061","NY","  5",,,"74.84","CR 130 EGGERT RD","RT 240 HARLEM RD","ERIE","AMHERST","TOWN","30","14"
"530006","NY","  5",,,"75.78","RT 240 HARLEM RD","ACC RT 290I IS UNDER WITH CO","ERIE","AMHERST","TOWN","30","14"
"530026","NY","  5",,,"75.96","ACC RT 290I IS UNDER WITH CO","N FOREST RD","ERIE","AMHERST","TOWN","30","14"
"530492","NY","  5",,,"76.36","N FOREST RD","RT 277 UNION TN OF AMHERST V","ERIE","AMHERST","TOWN","30","14"
"530310","NY","  5",,,"77.27","RT 277 UNION TN OF AMHERST V","CR 195 EVANS ST","ERIE","WILLIAMSVILLE","VILLAGE","30","14"
"530316","NY","  5",,,"77.96","CR 195 EVANS ST","CR 554 YOUNGS RD","ERIE","AMHERST","TOWN","30","14"
"530027","NY","  5",,,"79.37","CR 554 YOUNGS RD","RT 78 JCT TRANSIT RD TN AMHE","ERIE","AMHERST","TOWN","30","14"
"530490","NY","  5",,,"80.37","RT 78 JCT TRANSIT RD TN AMHE","CR 276 HARRIS HILL RD","ERIE","CLARENCE","TOWN","30","14"
"530028","NY","  5",,,"81.94","CR 276 HARRIS HILL RD","RT 324 SHERIDAN DR","ERIE","CLARENCE","TOWN","30","14"
"530153","NY","  5",,,"84.04","RT 324 SHERIDAN DR","CR269 STRICKLER RD","ERIE","CLARENCE","TOWN","30","14"
"530491","NY","  5",,,"85.60","CR269 STRICKLER RD","TOWN OF CLARENCE AND TOWN OF","ERIE","CLARENCE","TOWN","30","14"
"530030","NY","  5",,,"89.63","TOWN OF CLARENCE AND TOWN OF","RT 93 BUELL ST","ERIE","NEWSTEAD","TOWN","30","02"
"530031","NY","  5",,,"90.85","RT 93 BUELL ST","CRITTENDEN RD","ERIE","NEWSTEAD","TOWN","30","02"
"530373","NY","  5",,,"91.59","CRITTENDEN RD","GENESEE COUNTY LINE","ERIE","NEWSTEAD","TOWN","30","02"
"410001","NY","  5",,,"94.63","GENESEE COUNTY LINE","RT 77","GENESEE","PEMBROKE","TOWN","30","02"
"410288","NY","  5",,,"99.52","RT 77","CR 30 EAST PEMBROKE","GENESEE","PEMBROKE","TOWN","30","06"
"410005","NY","  5",,,"102.02","CR 30 EAST PEMBROKE","WORTENDYKE RD CR 37","GENESEE","BATAVIA","TOWN","30","06"
"410002","NY","  5",,,"104.96","WORTENDYKE RD CR 37","BATAVIA LN ST 63 OLAP","GENESEE","BATAVIA","TOWN","30","16"
"410003","NY","  5",,"W MAIN ST","105.71","BATAVIA LN ST 63 OLAP","RT 98 START 33 OLAP","GENESEE","BATAVIA","CITY","30","16"
"410424","NY","  5",,"W MAIN ST","105.98","RT 98 START 33 OLAP","END 63 OLAP","GENESEE","BATAVIA","CITY","30","14"
"410006","NY","  5",,"E MAIN ST","107.18","END 63 OLAP","END 33 OLAP","GENESEE","BATAVIA","CITY","30","16"
"410007","NY","  5",,"E MAIN ST","107.75","END 33 OLAP","BATAVIA E CITY LN","GENESEE","BATAVIA","CITY","30","16"
"410018","NY","  5",,,"109.92","BATAVIA E CITY LN","FARGO RD CR 19B","GENESEE","STAFFORD","TOWN","30","06"
"410013","NY","  5",,,"111.88","FARGO RD CR 19B","RT 237 STAFFORD","GENESEE","STAFFORD","TOWN","30","06"
"410030","NY","  5",,,"115.28","RT 237 STAFFORD","LEROY W VILLAGE LINE","GENESEE","STAFFORD","TOWN","40","06"
"410008","NY","  5",,,"116.00","LEROY W VILLAGE LINE","RT 19 LEROY","GENESEE","LE ROY","VILLAGE","40","16"
"410031","NY","  5",,,"116.97","RT 19 LEROY","LEROY E VILLAGE LINE","GENESEE","LE ROY","VILLAGE","40","16"
"410014","NY","  5",,,"120.20","LEROY E VILLAGE LINE","LIVINGSTON CO LINE","GENESEE","LE ROY","TOWN","40","16"
"420010","NY","  5",,"MAIN ST","122.77","LIVINGSTON CO LINE","START 36 OLAP","LIVINGSTON","CALEDONIA","TOWN","40","06"
"420011","NY","  5",,"STATE ST","123.15","START 36 OLAP","END 36 OLAP CALEDONIA","LIVINGSTON","CALEDONIA","VILLAGE","40","06"
"420012","NY","  5",,"STATE ST","129.03","END 36 OLAP CALEDONIA","START 20 OLAP","LIVINGSTON","CALEDONIA","TOWN","40","06"
"310083","NY","  5",,,"139.97","END RT 20 OLAP JOHN ST","STANDART ST","CAYUGA","AUBURN","CITY","30","14"
"310084","NY","  5",,,"140.82","STANDART ST","AUBURN N CITY LN","CAYUGA","AUBURN","CITY","30","14"
"310358","NY","  5",,,"143.42","AUBURN N CITY LN","CR 10A SENNETT","CAYUGA","SENNETT","TOWN","30","02"
"310056","NY","  5",,,"146.34","CR 10A SENNETT","ONONDAGA CO LINE","CAYUGA","SENNETT","TOWN","30","02"
"330044","NY","  5",,,"146.75","ONONDAGA CO LINE","E BRUTUS ST RD","ONONDAGA","ELBRIDGE","TOWN","30","02"
"330026","NY","  5",,"W MAIN ST","148.82","E BRUTUS ST RD","RT 317 ELBRIDGE","ONONDAGA","ELBRIDGE","TOWN","30","02"
"330136","NY","  5",,"E MAIN ST","149.09","RT 317 ELBRIDGE","CROSSET RD","ONONDAGA","ELBRIDGE","VILLAGE","30","02"
"330137","NY","  5",,"E MAIN ST","150.99","CROSSET RD","HALFWAY RD","ONONDAGA","ELBRIDGE","TOWN","30","02"
"330024","NY","  5",,,"153.12","HALFWAY RD","RT 321 JCT BENNETS COR","ONONDAGA","ELBRIDGE","TOWN","30","02"
"330151","NY","  5",,,"155.32","RT 321 JCT BENNETS COR","RT 174 CAMILLUS","ONONDAGA","CAMILLUS","TOWN","30","02"
"330082","NY","  5",,,"156.87","RT 174 CAMILLUS","NEWPORT RD","ONONDAGA","CAMILLUS","TOWN","30","12"
"330196","NY","  5",,,"158.28","NEWPORT RD","KNOWELL RD","ONONDAGA","CAMILLUS","TOWN","30","12"
"330197","NY","  5",,,"158.91","KNOWELL RD","JCT HINSDALE RD","ONONDAGA","CAMILLUS","TOWN","30","12"
"330198","NY","  5",,,"159.76","JCT HINSDALE RD","ACC RT 173","ONONDAGA","CAMILLUS","TOWN","30","12"
"330120","NY","  5",,,"160.35","ACC RT 173","ACC RT 695","ONONDAGA","CAMILLUS","TOWN","30","12"
"330083","NY","  5",,,"161.41","ACC RT 695","W GENESEE ST","ONONDAGA","GEDDES","TOWN","30","12"
"330155","NY","  5",,"WEST GENESEE ST","163.78","W GENESEE ST","W ERIE BLVD","ONONDAGA","SYRACUSE","CITY","30","14"
"330385","NY","  5",,"WEST GENESEE ST","164.98","W ERIE BLVD","N WEST ST","ONONDAGA","SYRACUSE","CITY","30","14"
"330389","NY","  5",,"WEST GENESEE ST","165.35","N WEST ST","S SALINA ST","ONONDAGA","SYRACUSE","CITY","30","14"
"330390","NY","  5",,"JAMES S","165.60","S SALINA ST","RT 11","ONONDAGA","SYRACUSE","CITY","30","14"
"330386","NY","  5",,"ERIE BLVD E","168.89","RT 11","SYRACUSE E CITY LINE RT 635","ONONDAGA","SYRACUSE","CITY","30","14"
"330139","NY","  5",,,"169.67","SYRACUSE E CITY LINE RT 635","RT 930P","ONONDAGA","DEWITT","TOWN","30","14"
"330152","NY","  5",,,"170.77","RT 930P","START 92 OLAP DEWITT","ONONDAGA","DEWITT","TOWN","30","14"
"330174","NY","  5",,,"171.13","START 92 OLAP DEWITT","ACC RT 481I","ONONDAGA","DEWITT","TOWN","30","14"
"330175","NY","  5",,,"171.90","ACC RT 481I","END 92 OLAP LYNDON","ONONDAGA","DEWITT","TOWN","30","14"
"330106","NY","  5",,,"173.36","END 92 OLAP LYNDON","TOWN OF DEWITT VILLAGE OF FA","ONONDAGA","DEWITT","TOWN","30","16"
"330109","NY","  5",,,"173.46","TOWN OF DEWITT VILLAGE OF FA","HIGHBRIDGE RD","ONONDAGA","FAYETTEVILLE","VILLAGE","30","16"
"330096","NY","  5",,,"173.87","HIGHBRIDGE RD","SALT SPRINGS RD","ONONDAGA","FAYETTEVILLE","VILLAGE","30","16"
"330177","NY","  5",,,"173.99","SALT SPRINGS RD","RT 257","ONONDAGA","FAYETTEVILLE","VILLAGE","30","16"
"330178","NY","  5",,,"175.34","RT 257","DUGUID RD","ONONDAGA","FAYETTEVILLE","VILLAGE","30","16"
"330187","NY","  5",,,"178.05","DUGUID RD","RT 290 MYCENAE","ONONDAGA","MANLIUS","TOWN","30","16"
"330045","NY","  5",,,"178.90","RT 290 MYCENAE","MADISON CO LN","ONONDAGA","MANLIUS","TOWN","30","06"
"240017","NY","  5",,,"179.19","MADISON CO LN","TUSCARORA RD","MADISON","SULLIVAN","TOWN","30","06"
"240119","NY","  5",,,"181.28","TUSCARORA RD","RT 173 CHITTENANGO","MADISON","CHITTENANGO","VILLAGE","30","06"
"240003","NY","  5",,,"181.45","RT 173 CHITTENANGO","START 13 OLAP","MADISON","CHITTENANGO","VILLAGE","30","06"
"240118","NY","  5",,,"182.10","START 13 OLAP","CR 3 CHITTENANGO LAKEPORT RD","MADISON","CHITTENANGO","VILLAGE","29","06"
"240052","NY","  5",,,"182.43","CR 3 CHITTENANGO LAKEPORT RD","VILLAGE OF CHITTENANGO TOWN","MADISON","CHITTENANGO","VILLAGE","30","06"
"240010","NY","  5",,,"184.56","VILLAGE OF CHITTENANGO TOWN","CR 23 QUARRY RD","MADISON","SULLIVAN","TOWN","30","06"
"240117","NY","  5",,,"188.03","CR 23 QUARRY RD","END 13 OLAP CANASTOTA","MADISON","LENOX","TOWN","30","06"
"240018","NY","  5",,,"190.37","END 13 OLAP CANASTOTA","CR 54 WAMPSVILLE","MADISON","LENOX","TOWN","30","16"
"240036","NY","  5",,,"190.54","CR 54 WAMPSVILLE","ONEIDA W CITY LN","MADISON","WAMPSVILLE","VILLAGE","30","16"
"240122","NY","  5",,,"191.18","ONEIDA W CITY LN","RT 365A FIVE COR","MADISON","ONEIDA - LOW TAX","CITY","30","16"
"240037","NY","  5",,,"192.16","RT 365A FIVE COR","CITY ONEIDA (HIGH) AND URBAN","MADISON","ONEIDA - LOW TAX","CITY","30","16"
"240126","NY","  5",,,"193.16","CITY ONEIDA (HIGH) AND URBAN","SENECA ST","MADISON","ONEIDA","CITY","30","16"
"240040","NY","  5",,,"193.66","SENECA ST","ROUTE 46 JUNCTION","MADISON","ONEIDA","CITY","30","16"
"240136","NY","  5",,,"193.74","ROUTE 46 JUNCTION","ONEIDA CO LINE (MIDDLE OF BR","MADISON","ONEIDA","CITY","30","16"
"260028","NY","  5",,,"194.01","ONEIDA CO LINE (MIDDLE OF BR","RT 365","ONEIDA","ONEIDA CASTLE","VILLAGE","30","16"
"260296","NY","  5",,,"194.86","RT 365","SHERRILL W CITY LN","ONEIDA","ONEIDA CASTLE","VILLAGE","30","16"
"260297","NY","  5",,,"196.55","SHERRILL W CITY LN","SHERRILL E CITY LN","ONEIDA","SHERRILL","CITY","30","16"
"260298","NY","  5",,,"199.00","SHERRILL E CITY LN","START RT 31 OLAP VERNON","ONEIDA","VERNON","TOWN","30","16"
"260299","NY","  5",,,"199.73","START RT 31 OLAP VERNON","END RT 31 OLAP","ONEIDA","VERNON","VILLAGE","40","16"
"260300","NY","  5",,,"200.96","END RT 31 OLAP","RT 26","ONEIDA","VERNON","TOWN","30","06"
"260302","NY","  5",,,"204.63","RT 26","CR 15A LAIRDSVILLE","ONEIDA","WESTMORELAND","TOWN","30","06"
"260305","NY","  5",,,"206.66","CR 15A LAIRDSVILLE","RT 233 KIRKLAND","ONEIDA","WESTMORELAND","TOWN","30","06"
"260307","NY","  5",,,"207.51","RT 233 KIRKLAND","NY 5B LIMBERLOST RD","ONEIDA","KIRKLAND","TOWN","30","14"
"260462","NY","  5",,,"210.13","NY 5B LIMBERLOST RD","RT 5B","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260075","NY","  5",,,"210.21","RT 5B","RT 5A","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260138","NY","  5",,,"210.47","RT 5A","MALL ENTRANCE ON LEFT","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260320","NY","  5",,,"211.14","MALL ENTRANCE ON LEFT","RT 12B","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260321","NY","  5",,,"211.33","RT 12B","START 12 OLAP","ONEIDA","NEW HARTFORD","TOWN","30","12"
"260024","NY","  5",,,"211.59","START 12 OLAP","WILBUR RD","ONEIDA","NEW HARTFORD","TOWN","30","12"
"260029","NY","  5",,,"211.89","WILBUR RD","UTICA WEST CITY LN","ONEIDA","NEW HARTFORD","TOWN","30","12"
"260040","NY","  5",,,"211.98","UTICA WEST CITY LN","START 8 OLAP","ONEIDA","UTICA","CITY","30","12"
"260003","NY","  5",,,"212.74","START 8 OLAP","FRENCH ROAD (UNDER)","ONEIDA","UTICA","CITY","30","12"
"260004","NY","  5",,,"213.71","FRENCH ROAD (UNDER)","BURRSTONE RD IS OVER","ONEIDA","UTICA","CITY","30","12"
"260120","NY","  5",,,"215.02","BURRSTONE RD IS OVER","COURT ST CROSSES AT GRADE","ONEIDA","UTICA","CITY","30","12"
"260056","NY","  5",,,"215.27","COURT ST CROSSES AT GRADE","RTS 5A & 5S ARE UNDER START","ONEIDA","UTICA","CITY","30","12"
"260139","NY","  5",,"LELAND AVE","218.07","LELAND AVE JCT","HERKIMER RD JCT","ONEIDA","UTICA","CITY","30","14"
"260140","NY","  5",,"HERKIMER RD","219.34","HERKIMER RD JCT","KEYS RD JCT","ONEIDA","UTICA","CITY","30","14"
"260358","NY","  5",,"HERKIMER RD","220.03","KEYS RD JCT","UTICA E CITY LINE HERKIMER C","ONEIDA","UTICA","CITY","30","14"
"230013","NY","  5",,,"221.10","UTICA E CITY LINE HERKIMER C","CR 37 DYKE RD","HERKIMER","SCHUYLER","TOWN","30","14"
"230044","NY","  5",,,"227.08","CR 37 DYKE RD","(RAILROAD ST) N FRANKFORT BR","HERKIMER","SCHUYLER","TOWN","30","14"
"230081","NY","  5",,,"229.35","(RAILROAD ST) N FRANKFORT BR","RT 51","HERKIMER","HERKIMER","TOWN","30","14"
"230082","NY","  5",,,"230.33","RT 51","WEST GERMAN ST","HERKIMER","HERKIMER","TOWN","30","14"
"230051","NY","  5",,,"231.33","WEST GERMAN ST","START 28 OLAP HERKIMER","HERKIMER","HERKIMER","TOWN","30","14"
"230010","NY","  5",,,"231.82","START 28 OLAP HERKIMER","RT 922B WASHINGTON ST CROSSE","HERKIMER","HERKIMER","VILLAGE","30","14"
"230011","NY","  5",,,"232.02","RT 922B WASHINGTON ST CROSSE","END 28 OLAP HERKIMER","HERKIMER","HERKIMER","VILLAGE","30","14"
"230083","NY","  5",,,"232.46","END 28 OLAP HERKIMER","VILLAGE HERKIMER & TOWN HERK","HERKIMER","HERKIMER","TOWN","30","14"
"230052","NY","  5",,,"237.68","VILLAGE HERKIMER & TOWN HERK","LITTLE FALLS W CITY LN","HERKIMER","HERKIMER","TOWN","30","14"
"230047","NY","  5",,,"238.34","LITTLE FALLS W CITY LN","LOCK ST","HERKIMER","LITTLE FALLS","CITY","30","14"
"230048","NY","  5",,,"238.61","LOCK ST","RAMP TO ALBANY ST","HERKIMER","LITTLE FALLS","CITY","30","14"
"230014","NY","  5",,,"238.83","RAMP TO ALBANY ST","START 167 OLAP","HERKIMER","LITTLE FALLS","CITY","30","14"
"230057","NY","  5",,,"239.28","START 167 OLAP","START RT 169 OLAP","HERKIMER","LITTLE FALLS","CITY","30","14"
"230049","NY","  5",,,"239.50","START RT 169 OLAP","END RT 169 OLAP","HERKIMER","LITTLE FALLS","CITY","30","14"
"230006","NY","  5",,,"239.90","END RT 169 OLAP","END RT 167 OLAP","HERKIMER","LITTLE FALLS","CITY","30","14"
"230084","NY","  5",,,"240.33","END RT 167 OLAP","LITTLE FALLS E CITY LN","HERKIMER","LITTLE FALLS","CITY","30","14"
"230085","NY","  5",,,"245.63","LITTLE FALLS E CITY LN","MONTGOMERY CO LINE (CENTER O","HERKIMER","MANHEIM","TOWN","30","06"
"250036","NY","  5",,,"248.93","MONTGOMERY CO LINE (CENTER O","CR 61 BRIDGE ST","MONTGOMERY","ST. JOHNSVILLE","TOWN","30","06"
"250022","NY","  5",,,"250.43","CR 61 BRIDGE ST","RT 67","MONTGOMERY","ST. JOHNSVILLE","TOWN","30","06"
"250023","NY","  5",,,"254.15","RT 67","NELLISTON W LN","MONTGOMERY","PALATINE","TOWN","30","06"
"250240","NY","  5",,"MAIN ST","254.88","NELLISTON W LN","RT 80 NELLISTON","MONTGOMERY","NELLISTON","VILLAGE","30","16"
"250156","NY","  5",,"MAIN ST","257.60","RT 80 NELLISTON","START 10 OLAP","MONTGOMERY","NELLISTON","VILLAGE","30","16"
"250252","NY","  5",,,"257.77","START 10 OLAP","END 10 OLAP PALTINE BR","MONTGOMERY","PALATINE BRIDGE","VILLAGE","30","16"
"250264","NY","  5",,,"269.17","END 10 OLAP PALTINE BR","RT 334 FONDA","MONTGOMERY","MOHAWK","TOWN","30","06"
"250265","NY","  5",,,"269.34","RT 334 FONDA","START 30A OLAP FONDA","MONTGOMERY","FONDA","VILLAGE","30","16"
"250267","NY","  5",,,"269.71","START 30A OLAP FONDA","END 30A OLAP FONDA","MONTGOMERY","FONDA","VILLAGE","40","16"
"250012","NY","  5",,,"274.30","END 30A OLAP FONDA","CR 28 AT TRIBES HILL STONERS","MONTGOMERY","MOHAWK","TOWN","30","06"
"250144","NY","  5",,,"276.67","CR 28 AT TRIBES HILL STONERS","START 67 OLAP FT JOHNSON","MONTGOMERY","AMSTERDAM","TOWN","30","16"
"250273","NY","  5",,,"277.60","START 67 OLAP FT JOHNSON","AMSTERDAM W CITY LN","MONTGOMERY","FORT JOHNSON","VILLAGE","30","14"
"250277","NY","  5",,"WEST MAIN ST","279.64","AMSTERDAM W CITY LN","END RT 67 OLAP CONN TO RT 30","MONTGOMERY","AMSTERDAM","CITY","30","14"
"250275","NY","  5",,,"280.02","END RT 67 OLAP CONN TO RT 30","SCHUYLER ST","MONTGOMERY","AMSTERDAM","CITY","30","16"
"250285","NY","  5",,,"280.84","SCHUYLER ST","AMSTERDAM E CITY LN","MONTGOMERY","AMSTERDAM","CITY","30","16"
"250288","NY","  5",,,"285.90","AMSTERDAM E CITY LN","SCHENECTADY CO LINE","MONTGOMERY","AMSTERDAM","TOWN","30","06"
"160153","NY","  5",,,"288.48","SCHENECTADY CO LINE","RT 103 JCT","SCHENECTADY","GLENVILLE","TOWN","30","06"
"160279","NY","  5",,,"291.12","RT 103 JCT","RT NY 890 JCT","SCHENECTADY","GLENVILLE","TOWN","30","16"
"160278","NY","  5",,,"293.83","RT NY 890 JCT","RT 147 JCT","SCHENECTADY","GLENVILLE","TOWN","30","14"
"160275","NY","  5",,,"294.14","RT 147 JCT","RT 50 SCOTIA","SCHENECTADY","SCOTIA","VILLAGE","30","14"
"160010","NY","  5",,,"295.10","RT 50 SCOTIA","WASHINGTON AVE","SCHENECTADY","ROTTERDAM","TOWN","30","14"
"160273","NY","  5",,"STATE ST","295.36","WASHINGTON AVE","ERIE BLVD","SCHENECTADY","SCHENECTADY","CITY","30","14"
"160020","NY","  5",,"STATE ST","296.64","ERIE BLVD","RT 146","SCHENECTADY","SCHENECTADY","CITY","30","14"
"160262","NY","  5",,"STATE ST","298.05","RT 146","ACC RT 7","SCHENECTADY","SCHENECTADY","CITY","30","14"
"160259","NY","  5",,"STATE ST","299.37","ACC RT 7","JCT RT 914T BALLTOWN RD","SCHENECTADY","SCHENECTADY","CITY","30","14"
"160004","NY","  5",,,"299.85","JCT RT 914T BALLTOWN RD","ALBANY CO LINE","SCHENECTADY","NISKAYUNA","TOWN","30","14"
"110205","NY","  5",,,"302.81","ALBANY CO LINE","RT 155 JCT","ALBANY","COLONIE","TOWN","30","14"
"110206","NY","  5",,,"304.79","RT 155 JCT","ACC RT 87I","ALBANY","COLONIE","VILLAGE","30","14"
"110207","NY","  5",,,"304.97","ACC RT 87I","RT 910B WOLF RD CR 153","ALBANY","COLONIE","VILLAGE","30","14"
"110209","NY","  5",,,"305.45","RT 910B WOLF RD CR 153","CR 156 FULLER RD","ALBANY","COLONIE","TOWN","30","14"
"110084","NY","  5",,,"306.58","CR 156 FULLER RD","CR 154 OSBORNE RD","ALBANY","COLONIE","TOWN","30","14"
"110026","NY","  5",,"CENTRAL AVE","307.36","CR 154 OSBORNE RD","COLVIN AVE","ALBANY","ALBANY","CITY","30","14"
"110083","NY","  5",,"CENTRAL AVE","307.66","COLVIN AVE","EVERETT RD","ALBANY","ALBANY","CITY","30","14"
"110215","NY","  5",,"CENTRAL AVE","307.98","EVERETT RD","WATERVLIET AVE","ALBANY","ALBANY","CITY","30","14"
"110254","NY","  5",,"CENTRAL AVE","308.22","WATERVLIET AVE","CLINTON AVE","ALBANY","ALBANY","CITY","30","14"
"110100","NY","  5",,"CENTRAL AVE","309.60","CLINTON AVE","RT 9W JCT LARK ST","ALBANY","ALBANY","CITY","30","14"
"110017","NY","  5",,"WASHINGTON AVE","310.36","RT 9W JCT LARK ST"," RT 32 JCT PEARL ST","ALBANY","ALBANY","CITY","30","14"
"110073","NY","  5",,"STATE ST","310.49"," RT 32 JCT PEARL ST","BROADWAY","ALBANY","ALBANY","CITY","30","14"
"110161","NY","  5",,"BROADWAY","310.69","BROADWAY","RT 787I OVER END RT","ALBANY","ALBANY","CITY","30","14"
"260092","NY","  5A",,,"0.40","RT 5","SHOPPING CENTER ENTRANCE ON","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260379","NY","  5A",,,"0.55","SHOPPING CENTER ENTRANCE ON","SHOPPING CENTER ENTRANCE ON","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260134","NY","  5A",,,"0.96","SHOPPING CENTER ENTRANCE ON","CR 21 CLINTON ST CROSSES","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260041","NY","  5A",,,"1.65","CR 21 CLINTON ST CROSSES","CR 26 HENDERSON ST","ONEIDA","NEW HARTFORD","TOWN","30","14"
"260093","NY","  5A",,,"2.72","CR 26 HENDERSON ST","GREENMAN AVE","ONEIDA","WHITESTOWN","TOWN","30","14"
"260094","NY","  5A",,,"2.93","GREENMAN AVE","RAMP TO RT 69","ONEIDA","WHITESTOWN","TOWN","30","14"
"260348","NY","  5A",,,"3.18","RAMP TO RT 69","JCT RT 69","ONEIDA","WHITESTOWN","TOWN","30","14"
"260095","NY","  5A",,,"3.35","JCT RT 69","MAIN ST YORKVILLE","ONEIDA","YORKVILLE","VILLAGE","30","14"
"260349","NY","  5A",,,"4.08","MAIN ST YORKVILLE","UTICA W CITY LN","ONEIDA","YORKVILLE","VILLAGE","30","14"
"260073","NY","  5A",,,"5.34","UTICA W CITY LN","SCHUYLER ST","ONEIDA","UTICA","CITY","30","14"
"260076","NY","  5A",,,"5.65","SCHUYLER ST","RTS 5 8 12 END 5A","ONEIDA","UTICA","CITY","30","14"
"260308","NY","  5B",,,"1.67","RT 5 KIRKLAND","START 12B OLAP","ONEIDA","KIRKLAND","TOWN","30","19"
"260042","NY","  5B",,,"1.76","START 12B OLAP","END 12B OLAP","ONEIDA","KIRKLAND","TOWN","30","14"
"260318","NY","  5B",,,"2.76","END 12B OLAP","ENT / EXIT HARTFORD INSURANC","ONEIDA","NEW HARTFORD","TOWN","30","16"
"260151","NY","  5B",,,"3.12","ENT / EXIT HARTFORD INSURANC","RT 5 END 5B","ONEIDA","NEW HARTFORD","TOWN","30","16"
"260351","NY","  5S",,,"0.56","RT 5A UTICA & RTES 790I/5/8","GENESEE ST REF RTE 921C","ONEIDA","UTICA","CITY","30","14"
"260057","NY","  5S",,,"0.70","GENESEE ST REF RTE 921C","JOHN ST REF RTE 921P","ONEIDA","UTICA","CITY","30","14"
"260037","NY","  5S",,,"1.05","JOHN ST REF RTE 921P","BROAD ST","ONEIDA","UTICA","CITY","30","14"
"260038","NY","  5S",,,"2.50","BROAD ST","CULVER AVE IS OVER W/CONN","ONEIDA","UTICA","CITY","30","12"
"260039","NY","  5S",,,"3.09","CULVER AVE IS OVER W/CONN","UTICA & HERKIMER CO LN","ONEIDA","UTICA","CITY","30","12"
"230080","NY","  5S",,,"4.11","UTICA & HERKIMER CO LN","CR 37 DYKE RD","HERKIMER","FRANKFORT","TOWN","30","12"
"230025","NY","  5S",,,"9.37","CR 37 DYKE RD","CR 96 HIGBY ROAD","HERKIMER","FRANKFORT","TOWN","30","12"
"230114","NY","  5S",,,"11.39","CR 96 HIGBY ROAD","RMP TO W MAIN FR EB 5S","HERKIMER","FRANKFORT","TOWN","30","12"
"230120","NY","  5S",,,"11.96","RMP TO W MAIN FR EB 5S","RMP TO W MAIN FR WB 5S","HERKIMER","FRANKFORT","TOWN","30","12"
"230118","NY","  5S",,,"12.07","RMP TO W MAIN FR WB 5S","RAMP FROM WEST MAIN ST ENTER","HERKIMER","ILION","VILLAGE","30","12"
"230115","NY","  5S",,,"12.80","RAMP FROM WEST MAIN ST ENTER","RT 51 IS UNDER W/CONN","HERKIMER","ILION","VILLAGE","30","12"
